SRR191494	108515.000000
SRR191527	87641.000000
SRR191480	158651.000000
SRR191487	89828.000000
SRR191463	185704.000000
SRR191555	158834.000000
SRR191403	151872.000000
SRR191455	221229.000000
SRR191429	215192.000000
SRR191563	293956.000000
SRR191621	547328.000000
SRR518958	3301672.000000
SRR403006	27738432.000000
SRR1024141	10147942.000000
SRR1060774	16711819.000000
SRR518951	4666237.000000
SRR1012332	3709328.000000
SRR191696	5069178.000000
SRR191693	33999043.000000
SRR039632	64285256.000000
SRR191675	28358707.000000
SRR191646	20888636.000000
SRR537114	9752479.000000
SRR038300	58373491.000000
SRR1033463	181625275.000000
SRR387778	87987247.000000
SRR299111	49094159.000000
SRR393767	131990395.000000
SRR306849	213075075.000000
SRR1303626	65478670.000000
SRR1174334	136260586.000000
SRR1193574	103659391.000000
SRR1292581	369624935.000000
SRR496397	215670409.000000
SRR1294106	255918478.000000
SRR1035695	276973059.000000
SRR1047817	340612515.000000
SRR1313198	459050934.000000
SRR1313216	619824292.000000
SRR1313092	549186124.000000
SRR1313105	675474713.000000
SRR1313120	629280565.000000
SRR1313097	786187611.000000
SRR1313154	625681449.000000
SRR1313156	632335570.000000
SRR1313228	503437922.000000
SRR1313077	879166790.000000
SRR1313078	980654859.000000
SRR353653	672887221.000000
SRR1519066	574252747.000000
