SRR191527	52394.000000
SRR191487	53567.000000
SRR191480	92333.000000
SRR191403	87195.000000
SRR191494	62980.000000
SRR191463	108188.000000
SRR191429	127188.000000
SRR191455	131873.000000
SRR191555	95534.000000
SRR191563	170628.000000
SRR191621	341163.000000
SRR518958	3632375.000000
SRR1060774	16119440.000000
SRR518951	5187468.000000
SRR403006	23349024.000000
SRR1024141	10563218.000000
SRR191696	3708169.000000
SRR1012332	4157070.000000
SRR191693	21615898.000000
SRR191675	18350500.000000
SRR039632	56735558.000000
SRR191646	13934032.000000
SRR537114	6296511.000000
SRR038300	29631601.000000
SRR1033463	190987137.000000
SRR299111	53198564.000000
SRR387778	55180405.000000
SRR393767	134022250.000000
SRR306849	212797385.000000
SRR1303626	59823731.000000
SRR1174334	125560869.000000
SRR1193574	96960628.000000
SRR1292581	404239255.000000
SRR1035695	256207465.000000
SRR496397	222119713.000000
SRR1294106	262607481.000000
SRR1047817	327384257.000000
SRR1313198	422541856.000000
SRR1313216	577695788.000000
SRR1313092	500380103.000000
SRR1313105	613003652.000000
SRR1313097	723685463.000000
SRR1313120	596096298.000000
SRR1313154	592401967.000000
SRR1313156	591581524.000000
SRR1313228	469451640.000000
SRR1313077	839986719.000000
SRR1313078	923035154.000000
SRR353653	749856184.000000
SRR1519066	621873947.000000
