ERR1713340	321249898.000000
ERR1713339	407760787.000000
ERR1713366	464882647.000000
ERR1713361	635177246.000000
ERR1713333	687962811.000000
ERR1713393	271937920.000000
ERR1713379	1230081287.000000
ERR1713343	1383482783.000000
ERR1713403	961479036.000000
ERR1713373	1339601864.000000
ERR1713353	1995145917.000000
ERR1713409	1840004066.000000
ERR1713332	1234430957.000000
ERR1713399	2388976546.000000
ERR1713341	1593857405.000000
ERR1713375	2055385641.000000
ERR1713378	2602995409.000000
ERR1713336	1583607932.000000
ERR1713402	1992671028.000000
ERR1713334	2175531188.000000
ERR1713356	2331234064.000000
ERR1713351	2971927068.000000
ERR1713335	2192010419.000000
ERR1713376	2276467752.000000
ERR1713389	2793434752.000000
ERR1713401	2592428195.000000
ERR1713400	2357394553.000000
ERR1713388	2144818745.000000
ERR1713374	1987745831.000000
ERR1713345	2969627333.000000
ERR1713363	2713718905.000000
ERR1713397	4708913419.000000
ERR1713337	4164205248.000000
ERR1713362	4400100500.000000
ERR1713331	2963973631.000000
ERR1713395	2335122253.000000
ERR1713406	3433162067.000000
ERR1713381	4849170714.000000
ERR1713342	3622778404.000000
ERR1713372	3856668450.000000
ERR1713391	4538306267.000000
ERR1713359	1635817367.000000
ERR1713358	3260300032.000000
ERR1713344	6764258546.000000
ERR1713355	3563119783.000000
ERR1713371	1947467724.000000
ERR1713396	4432311130.000000
ERR1713405	5060994495.000000
ERR1713352	3469710865.000000
ERR1713382	3705620650.000000
