ERR1713352	66653118.000000
ERR1713356	75279167.000000
ERR1713391	77759651.000000
ERR1713363	71010526.000000
ERR1713397	78462909.000000
ERR1713345	76762409.000000
ERR1713332	68065110.000000
ERR1713336	64440883.000000
ERR1713339	71027190.000000
ERR1713403	72756017.000000
ERR1713393	48884175.000000
ERR1713371	52968014.000000
ERR1713382	69933233.000000
ERR1713409	72173944.000000
ERR1713400	70848814.000000
ERR1713372	72215814.000000
ERR1713341	69237153.000000
ERR1713379	79683933.000000
ERR1713366	68663910.000000
ERR1713361	77879452.000000
ERR1713351	76928636.000000
ERR1713333	68137609.000000
ERR1713374	62396479.000000
ERR1713335	72886307.000000
ERR1713362	79696962.000000
ERR1713376	71208792.000000
ERR1713358	71821112.000000
ERR1713355	67285244.000000
ERR1713388	71312729.000000
ERR1713337	74184910.000000
ERR1713359	50321769.000000
ERR1713396	75846336.000000
ERR1713334	76084357.000000
ERR1713401	73400000.000000
ERR1713340	72634143.000000
ERR1713342	72532069.000000
ERR1713353	76974735.000000
ERR1713399	79300736.000000
ERR1713378	77678849.000000
ERR1713406	75442720.000000
ERR1713402	71821942.000000
ERR1713373	76961200.000000
ERR1713395	70115886.000000
ERR1713343	73715988.000000
ERR1713375	73121104.000000
ERR1713381	77651507.000000
ERR1713331	68178862.000000
ERR1713389	75399863.000000
ERR1713344	82316543.000000
ERR1713405	75477538.000000
