ERR1713332	1832739.000000
ERR1713337	1885956.000000
ERR1713362	1889900.000000
ERR1713378	1832923.000000
ERR1713391	1857622.000000
ERR1713397	1864702.000000
ERR1713333	1860612.000000
ERR1713336	1827875.000000
ERR1713339	1853412.000000
ERR1713331	1853181.000000
ERR1713344	1835507.000000
ERR1713358	1822174.000000
ERR1713343	1815021.000000
ERR1713334	1863904.000000
ERR1713342	1832073.000000
ERR1713335	1832035.000000
ERR1713352	1776837.000000
ERR1713371	1727110.000000
ERR1713359	1822681.000000
ERR1713355	1837868.000000
ERR1713366	1851077.000000
ERR1713340	1866632.000000
ERR1713363	1849002.000000
ERR1713361	1867484.000000
ERR1713373	1856085.000000
ERR1713351	1841689.000000
ERR1713374	1829992.000000
ERR1713372	1827609.000000
ERR1713353	1885720.000000
ERR1713356	1846031.000000
ERR1713376	1858525.000000
ERR1713375	1842691.000000
ERR1713402	1866035.000000
ERR1713393	1824237.000000
ERR1713381	1892737.000000
ERR1713382	1839649.000000
ERR1713400	1849215.000000
ERR1713406	1836336.000000
ERR1713403	1854960.000000
ERR1713389	1864882.000000
ERR1713401	1867680.000000
ERR1713396	1885739.000000
ERR1713395	1831108.000000
ERR1713379	1861438.000000
ERR1713388	1849278.000000
ERR1713405	1854737.000000
ERR1713345	1860559.000000
ERR1713399	1869344.000000
ERR1713341	1851464.000000
ERR1713409	1849784.000000
