SRR191527	37398.000000
SRR191463	61953.000000
SRR191494	44799.000000
SRR191487	38059.000000
SRR191480	57169.000000
SRR191555	60505.000000
SRR191403	59299.000000
SRR191455	68369.000000
SRR191429	65851.000000
SRR191563	71111.000000
SRR537114	118205.000000
SRR1024141	124750.000000
SRR1012332	83092.000000
SRR191621	74317.000000
SRR1060774	129339.000000
SRR191675	124288.000000
SRR191696	108629.000000
SRR518958	88065.000000
SRR1313228	130801.000000
SRR518951	96468.000000
SRR1313097	130754.000000
SRR1519066	130863.000000
SRR1313105	130730.000000
SRR191646	124447.000000
SRR1313120	130535.000000
SRR1313078	130454.000000
SRR299111	123434.000000
SRR496397	130832.000000
SRR1313154	130447.000000
SRR191693	126069.000000
SRR1035695	130864.000000
SRR1313216	130731.000000
SRR1033463	130881.000000
SRR1313156	130492.000000
SRR1313077	130848.000000
SRR1047817	130727.000000
SRR039632	130877.000000
SRR1313198	130802.000000
SRR393767	130848.000000
SRR403006	130673.000000
SRR353653	130564.000000
SRR038300	130931.000000
SRR1193574	130726.000000
SRR306849	130946.000000
SRR1292581	131013.000000
SRR387778	130724.000000
SRR1294106	130892.000000
SRR1303626	130976.000000
SRR1313092	130636.000000
SRR1174334	130899.000000
