ERR1144974	2845511.000000
ERR1144975	2847342.000000
ERR1144977	2850591.000000
ERR1144978	2853874.000000
ERR1144976	2836214.000000
ERR3655992	3264477.000000
ERR3656015	3177722.000000
SRR8088182	2052091.000000
SRR10527352	3413813.000000
SRR10512964	4906008.000000
SRR10513672	2544749.000000
ERR3655996	3368895.000000
SRR8088181	2075042.000000
SRR10519637	3457892.000000
SRR8088183	2046577.000000
ERR3655998	3384017.000000
ERR3655994	3529489.000000
SRR10512968	4907206.000000
SRR10513325	2188987.000000
SRR10519469	1344949.000000
SRR10513326	2428672.000000
ERR3656004	3095970.000000
ERR3656012	3166821.000000
SRR10513328	2188104.000000
ERR3656013	3173156.000000
ERR3656010	3157295.000000
ERR3656018	3843735.000000
SRR10513363	2133524.000000
SRR10519619	3528894.000000
SRR10519468	1294710.000000
SRR10521983	1415543.000000
SRR10519616	3475525.000000
SRR10521982	1364311.000000
SRR10298906	2958546.000000
SRR10298907	3096014.000000
ERR3656019	3685103.000000
SRR10527349	3264969.000000
SRR10298903	2989137.000000
SRR10521984	1445730.000000
SRR8088184	2208897.000000
SRR10527348	3178176.000000
SRR10298905	3161592.000000
SRR10527351	3306699.000000
SRR10527353	3539668.000000
SRR10512965	4912734.000000
SRR8088185	2078357.000000
ERR3656002	3473354.000000
SRR10519617	3227905.000000
SRR10298904	2897805.000000
SRR10519620	3395943.000000
