ERR1144975	5364608.000000
ERR1144977	5449604.000000
ERR1144976	5372920.000000
ERR1144974	5753845.000000
ERR1144978	5450817.000000
SRR10521983	4275166.000000
SRR10519617	7477749.000000
SRR10527348	5758510.000000
SRR10519616	7411802.000000
ERR3656018	11193404.000000
SRR10513326	4552640.000000
SRR10519468	3345814.000000
SRR10519620	6855763.000000
SRR10513672	6087590.000000
ERR3656002	14439501.000000
SRR10513325	3656789.000000
SRR10298905	12224837.000000
SRR10513328	4255688.000000
SRR8088181	8597672.000000
SRR10519469	3909821.000000
SRR10519619	7440640.000000
SRR8088183	8345509.000000
SRR8088182	8065272.000000
SRR8088184	10472972.000000
ERR3656015	7529929.000000
SRR10513363	4332258.000000
SRR10519637	7355545.000000
SRR10527351	6195418.000000
ERR3655998	14009370.000000
SRR10527352	5981063.000000
ERR3656010	7360936.000000
SRR10298904	6328507.000000
SRR10527349	6139905.000000
ERR3656019	9984912.000000
SRR10521982	4115281.000000
SRR10521984	4303475.000000
SRR10527353	6253667.000000
ERR3656012	7459395.000000
ERR3656013	7539539.000000
ERR3656004	7474529.000000
ERR3655992	12153256.000000
SRR10298906	8204013.000000
ERR3655994	14611562.000000
SRR8088185	8321510.000000
ERR3655996	14140212.000000
SRR10298903	9064364.000000
SRR10298907	8311907.000000
SRR10512964	36371295.000000
SRR10512968	35529956.000000
SRR10512965	35794367.000000
