SRR8088182	16196099.000000
SRR10298904	8350948.000000
SRR8088184	19513384.000000
SRR10513325	4715006.000000
SRR8088183	17585826.000000
SRR10298903	16677414.000000
SRR8088181	20586570.000000
SRR10527349	9959335.000000
SRR10298906	17618492.000000
SRR10527352	8820940.000000
SRR10527351	10133595.000000
SRR10298905	30868235.000000
SRR10521983	12558698.000000
SRR10521984	11295982.000000
SRR10513328	8281060.000000
SRR10513672	15109692.000000
SRR8088185	23720698.000000
SRR10298907	20089085.000000
SRR10527353	9572232.000000
SRR10521982	13954844.000000
SRR10513326	9388953.000000
SRR10512965	98264258.000000
SRR10527348	10997795.000000
SRR10519619	17976536.000000
SRR10519617	20902091.000000
SRR10519620	20564627.000000
SRR10519469	15863404.000000
SRR10519616	21275040.000000
ERR3656015	25109279.000000
ERR3656012	25608859.000000
ERR3656004	30121224.000000
ERR3656018	41942431.000000
SRR10512964	171172799.000000
ERR3656013	28714411.000000
SRR10513363	14590372.000000
ERR3656019	38273755.000000
ERR1144976	24603216.000000
ERR3655992	46694334.000000
SRR10512968	192161505.000000
ERR3656010	31514006.000000
ERR3655994	51500487.000000
ERR3655996	56707903.000000
SRR10519468	15736540.000000
ERR3655998	56161019.000000
ERR1144977	30910712.000000
ERR3656002	59295947.000000
ERR1144978	29490237.000000
ERR1144975	28422349.000000
SRR10519637	43402937.000000
ERR1144974	53252609.000000
