SRR8088184	16653338.000000
SRR10298904	7430337.000000
SRR10513325	4316950.000000
SRR8088182	13740139.000000
SRR8088183	14880697.000000
SRR10298903	14557014.000000
SRR10527349	8933435.000000
SRR8088181	17258870.000000
SRR10298906	15321133.000000
SRR10521984	9381146.000000
SRR10298905	27215875.000000
SRR8088185	19962419.000000
SRR10513672	12907887.000000
SRR10298907	17346751.000000
SRR10527352	8030346.000000
SRR10527351	9094037.000000
SRR10512965	87594942.000000
SRR10513328	7144236.000000
SRR10527353	8686348.000000
SRR10513326	8097433.000000
SRR10521983	10385811.000000
SRR10521982	11406712.000000
SRR10519619	15362572.000000
SRR10527348	9706458.000000
ERR3656015	20936223.000000
SRR10519617	17426355.000000
SRR10519616	18587895.000000
ERR3656004	24978782.000000
SRR10519469	13116432.000000
SRR10512964	151345460.000000
ERR3656012	21344899.000000
ERR3656013	23814630.000000
SRR10519620	17244514.000000
SRR10512968	168021217.000000
ERR3656019	31935482.000000
ERR3655996	48865776.000000
ERR3655992	39366543.000000
ERR3655994	44245149.000000
ERR3656018	35531409.000000
SRR10513363	12098296.000000
SRR10519468	12869963.000000
ERR1144976	20287169.000000
ERR3656010	25998329.000000
ERR3655998	48386258.000000
ERR3656002	50345824.000000
ERR1144977	25348309.000000
ERR1144978	23998701.000000
ERR1144975	23360639.000000
SRR10519637	36889548.000000
ERR1144974	42804926.000000
